,ID,type,name,Vermin,stars,votes,safety
43269,117636286,Boulder,Tilted Tree Slab Right,V1,3.0,4,
43270,118642719,Boulder,Flagpole,V1+,3.0,4,
43271,117639433,Boulder,Typhoon,V0,3.0,4,
43272,117536065,Boulder,In The Bleak Midwinter,V0,3.0,4,
43273,117708611,Boulder,Peach Cobbler,V2,3.0,4,
43274,117988715,Boulder,Sea Urchin,V2,3.0,4,
43275,117988810,Boulder,I Dig Friction,V0,3.0,4,
43278,118172983,Boulder,Deja Vu,V3,3.0,3,
43279,118642888,Boulder,Ape It,V1,3.0,3,
43280,118834354,Boulder,Rum Ham,V1,3.0,3,
43281,118643060,Boulder,Honkin’ Knob Traverse,V1+,3.0,3,
43282,118643043,Boulder,Wingaling,V2,3.0,3,
43283,107035391,Boulder,Don't Look Back,V0+,3.0,3,
43284,118727147,Boulder,Intergalactic Sexbots From Planet Brazzers,V1,3.0,2,
43285,107035428,Boulder,Knob Problem,V2,2.8,6,
43289,117129010,Boulder,Sloper Dyno,V6,3.0,2,
43292,117826076,Boulder,Pocketsock Variation #3,V6,3.0,2,
43293,117949353,Boulder,Ain’t No Leaner,V3,3.0,2,
43294,117829835,Boulder,Tussock,V2-3,3.0,2,
43295,117831457,Boulder,Surprise,V0,3.0,2,
43296,117752568,Boulder,France,V1,3.0,2,
43297,119899646,Boulder,Pigskin,V5,3.0,3,
43298,118642736,Boulder,Waving the Flag,V2+,3.0,2,
43300,118022778,Boulder,Just Boof It,V2,3.0,2,
43301,118796553,Boulder,[Redacted],V2,3.0,2,
43302,118643000,Boulder,Left into the Sun,V3,3.0,2,
43303,118642957,Boulder,End of the Line,V1+,3.0,2,
43304,118796374,Boulder,Greed,V2,3.0,2,
43305,118821862,Boulder,Crescent Flake,V1,3.0,2,
43306,114355035,Boulder,Out To Lunch,V2+,3.0,2,
43307,118909941,Boulder,Instructor's Favorite,V2+,3.0,2,
43308,118796282,Boulder,On the Hour,V1,3.0,2,
43309,112375600,Boulder,Ghost,V1,3.0,2,
43310,118821794,Boulder,Charted Territory,V1,3.0,2,
43311,112030076,Boulder,Jaws,V1+,3.0,2,
43312,107041768,Boulder,Rubik's Cube,V4-5,3.0,2,
43313,108909821,Boulder,Trailside Overhang,V0,3.0,2,
43314,107035416,Boulder,Robbery,V0+,2.5,12,
43316,117640526,Boulder,Moby’s Right Nut,V0,2.7,7,
43320,117992470,Boulder,The Deer's Last Stand,V3,3.0,1,
43322,118978730,Boulder,Queequeg's Coffin,V3-4,3.0,1,
43323,119994369,Boulder,Nutra-Sweet,V2,3.0,1,
43324,118727105,Boulder,The #AbellaChallenge,V3,3.0,1,
43325,120022016,Boulder,Street Fighter Slab,V1,3.0,1,
43326,119459277,Boulder,Spider's Breath Slab,V2,3.0,1,
43329,117640475,Boulder,Moby's Tail,V0+,2.8,5,
43330,116227499,Boulder,Shorty,V0+,2.8,5,
43331,117824517,Boulder,Cortex,V3,3.0,1,
43332,118978798,Boulder,Old Thunder,V3,3.0,1,
43333,118693237,Boulder,Welcome to the Jungle,V1,3.0,1,
43334,106536692,Boulder,Shanklin's Ceiling,V5,4.9,12,
43335,106507375,Boulder,French Tits,V5-6,5.0,5,
43336,106588708,Boulder,Roadside Euphoria,V6,4.9,7,
43337,106652169,Boulder,Sloper Madness,V4-5,5.0,3,
43338,106692461,Boulder,Sloper Proj Left Arete,V4,5.0,3,
43339,108069529,Boulder,Sloper Fools,V4,5.0,2,
43340,110053789,Boulder,Streamside Traverse,V0,5.0,2,
43342,108711633,Boulder,The Mystery Problem,V7,5.0,2,
43343,108814647,Boulder,The Chub,V3,5.0,2,
43344,107968814,Boulder,G. Mental Mantle,V6,5.0,2,
43345,107966225,Boulder,Forbidden Fruit,V6,5.0,2,
43346,106590726,Boulder,Hermit Cave,V6,5.0,2,
43349,106758401,Boulder,Chameleon,V8,5.0,1,
43351,109898651,Boulder,The Flame Slab,V0+,5.0,1,R
43353,107968808,Boulder,Pinball Wizard,V5,5.0,1,PG13
43354,107968848,Boulder,Flinger,V8,5.0,1,
43356,108856187,Boulder,Zion Traverse,V6,5.0,1,
43357,107966368,Boulder,Bozooka,V11,5.0,1,
43358,108814306,Boulder,Fruit Loops,V8,5.0,1,
43359,108890049,Boulder,Nose Candy,V7,5.0,1,
43360,107966294,Boulder,The Flame,V7,5.0,1,R
43362,108833651,Boulder,Shawn's Prow,V3+,5.0,1,PG13
43363,107988209,Boulder,Flotation,V5,5.0,1,
43364,108069754,Boulder,F: Balance Arete,V2,4.6,5,
43365,108083345,Boulder,Squeeze Arete,V3,4.7,3,
43366,106607844,Boulder,Gator Skin Left,V4+,4.7,3,
43367,106536647,Boulder,Firepole,V3-4,4.3,9,
43368,106531074,Boulder,D. The Pocket Problem,V4,4.3,9,
43370,106590711,Boulder,Heart Attack Jack,V5,4.5,4,
43374,106536665,Boulder,Firepole Arete (Pinball),V4,4.3,7,
43375,108133845,Boulder,Pennsylvania Ed,V3,4.5,2,
43376,106771645,Boulder,Zugzwang,V8,4.5,2,
43377,106652141,Boulder,50/50,V4+,4.2,6,
43378,107968804,Boulder,The Firehose,V4,4.3,3,
43379,108008734,Boulder,Thoraxic Stand,V1,4.2,5,
43384,107897825,Boulder,Hershey Traverse,V3,3.9,8,
43386,106536738,Boulder,Sloper Roof,V2,4.0,4,
43387,106652158,Boulder,The BoulderCliff Problem,V5-6,4.0,4,
43388,107966280,Boulder,The Hershey Kiss,V1,4.0,4,
43389,107966323,Boulder,Blok Slab Left,V0,4.0,4,
43393,108003703,Boulder,The Crown,V0,4.0,3,
43395,106545317,Boulder,The Brain,V4,4.0,3,
43396,106692467,Boulder,Sloper Ledges (placeholder name),V6,4.0,3,
43402,106531088,Boulder,H. Crimp Rail Traverse,V4,4.0,2,
43403,106590716,Boulder,The 211 Spot,V6,4.0,2,
43404,106652151,Boulder,BoulderCliff R,V4+,4.0,2,
43406,108011507,Boulder,A. Slab,V1,4.0,2,
43407,106652163,Boulder,BoulderCliff L,V4-5,4.0,2,
43408,112438718,Boulder,Cotton Candy Chopper,V0-1,4.0,1,
43414,110262654,Boulder,W goes to fontainzoo,V8,4.0,1,
43415,107966312,Boulder,Brown Star,V4,4.0,1,
43416,110270311,Boulder,Little Boy,V4,4.0,1,
43417,108069739,Boulder,D: Air Jordy Left,V5,4.0,1,
43418,107966174,Boulder,Ground's Keeper Willy,V4,4.0,1,
43419,108011522,Boulder,C. Juggy Crack,V3,4.0,1,
43420,108431638,Boulder,E. Pocket Nouveau,V6,4.0,1,
43421,109759860,Boulder,Tiki,V5,4.0,1,
43422,108814658,Boulder,Bozoo Slow Hand,V4,4.0,1,
43424,108069744,Boulder,E: Air Jordy Right,V5,4.0,1,
43425,108811380,Boulder,Warm Up L Center,V1,4.0,1,
43426,108729461,Boulder,Crescentia,V4,4.0,1,PG13
43428,108954381,Boulder,Right Cell,V3,4.0,1,
43429,106507402,Boulder,A2,V1+,4.0,1,
43430,108944196,Boulder,Leopard Larvae,V5,4.0,1,
43432,108011531,Boulder,D. Diamond Cross,V5,4.0,1,
43433,107966363,Boulder,Jump Start,V4,4.0,1,
43434,108008596,Boulder,Tall Pine,V3,4.0,1,
43435,106771666,Boulder,Matter Over Mind,V5,4.0,1,
43436,106590754,Boulder,Slap and Squeeze,V5-6,4.0,1,
43437,106507388,Boulder,A1,V4,4.0,1,
43447,106543862,Boulder,Monkeys Paw,V3-4,3.6,5,
43448,110295833,Boulder,One mover,V2,3.7,3,
43449,106607855,Boulder,Gator Skin Center,V3+,3.7,3,
43453,107966329,Boulder,Blok Slab Right,V0,3.5,4,
43454,106531067,Boulder,B. Katty Corner,V3,3.5,4,
43458,106531185,Boulder,K. Pocket Boulder Warm-Up,V2,3.3,7,
43463,106747644,Boulder,Hershey Squirt,V5,3.5,2,
43464,110270691,Boulder,l'Ascenseur,V2,3.5,2,
43465,108954373,Boulder,Death Row L,V3,3.5,2,
43466,110057143,Boulder,Squeeze Problem,V5-,3.5,2,
43468,106590747,Boulder,Hermit Cave Slab,V1-2,3.5,2,
43471,108011549,Boulder,F. Special ED,V5,3.5,2,
43472,106747630,Boulder,Din Mahk (AKA: Driver 8),V7,3.5,2,
43473,106747636,Boulder,Gangster Lean (AKA: Grinding for Tips),V6,3.5,2,
43474,106652134,Boulder,50/50 Arete,V3-4,3.5,2,
43475,108069757,Boulder,G: The Layup,V1,3.3,3,
43476,106607859,Boulder,Gator Skin Right,V2+,3.3,3,
43480,108003699,Boulder,The Crown Arete,V0,3.3,3,PG13
43484,110270073,Boulder,Krackel,V3,3.0,4,
43488,106531205,Boulder,Intension,V6,3.0,3,
43489,107966299,Boulder,Dorough Problem?,V4,3.0,3,
43490,106531080,Boulder,C. Pocket Direct,V4,3.0,3,
43499,108724844,Boulder,H: Slabwalker,V3,3.0,2,
43504,108008704,Boulder,Bozoo Roof Slab Probs,V0-1,3.0,2,
43505,107966230,Boulder,Destro,V7,3.0,2,
43506,106652120,Boulder,A1,V2,3.0,2,
43507,107968907,Boulder,Trickle Dynamics,V5,3.0,2,
43508,107968855,Boulder,Open Book,V3,3.0,2,
43509,106536672,Boulder,Firepole Boulder Warm-Up,V1-2,3.0,2,
43510,106536708,Boulder,The Scoop,V4-,3.0,2,
43511,106753444,Boulder,Bozooka Arete,V3,3.0,2,
43512,106536723,Boulder,O.D.B,V2+,3.0,2,
43513,106531192,Boulder,L. Pocket Boulder Slab,V3+,3.0,2,
43514,106536744,Boulder,Ankle Grater Problem,V4,3.0,2,
43515,106590739,Boulder,Raven Riley?,V5,3.0,1,
43519,112403599,Boulder,Mini Blok,V2-3,3.0,1,
43521,112403590,Boulder,Right bench,V1-2,3.0,1,
43522,112403586,Boulder,Left Bench,V2-3,3.0,1,
43523,109999222,Boulder,Thug Dang,V5,3.0,1,
43525,106754727,Boulder,Kung Foo Hand,V6,3.0,1,
43528,110270029,Boulder,Kiss of Death,V3,3.0,1,PG13
43529,108937890,Boulder,Kick Start My Heart,V4+,3.0,1,
43530,110234894,Boulder,Delta Rae,V5,3.0,1,
43531,110295853,Boulder,Million Miles,V1,3.0,1,PG13
43532,108973666,Boulder,Mid Pyramid,V3-4,3.0,1,
43533,109694090,Boulder,J: Bulls,V2,3.0,1,
43534,108811220,Boulder,Front Slab L,V0-,3.0,1,R
43535,110262615,Boulder,Fontainzoo Escape,V2,3.0,1,PG13
43536,110240442,Boulder,Unknown - Squeeze problem,V1,3.0,1,
43537,108811077,Boulder,Front Slab R,V0,3.0,1,
43538,110234888,Boulder,Right Face Climb,V4,3.0,1,
43539,107978426,Boulder,F. Contact,V3,3.0,1,PG13
43540,108008660,Boulder,Lone Pine,V2,3.0,1,
43542,108954377,Boulder,Death Row R,V5,3.0,1,
43543,108935331,Boulder,Ride the White Horse,V4,3.0,1,
43544,108953210,Boulder,Probation,V0-,3.0,1,
43546,108973660,Boulder,Pyramid Left Arete,V3,3.0,1,
43547,108711655,Boulder,Mystery Warm Up,V0,3.0,1,
43549,108711644,Boulder,Mystery Hole,V2,3.0,1,
43550,108954271,Boulder,Left Cell,V1,3.0,1,
43551,108889990,Boulder,Upper Arete,V1-,3.0,1,PG13
43552,108811394,Boulder,Warm up R,V2,3.0,1,
43553,108937049,Boulder,Dugout Traverse,V4,3.0,1,
43557,108890021,Boulder,Left Face Climb,V2,3.0,1,
43558,108002982,Boulder,I. Standard Southern Mantle,V1,3.0,1,PG13
43559,108767845,Boulder,Cherise,V3,3.0,1,
43561,107966290,Boulder,Martha Stewart,V4,3.0,1,
43562,108008477,Boulder,Gepetto,V4,3.0,1,
43563,107978411,Boulder,Extra Mileage,V4,3.0,1,
43564,107988190,Boulder,Five O'Clock Shadow,V1,3.0,1,
43565,108011545,Boulder,E. Layback Crack,V2,3.0,1,
43566,107966219,Boulder,Crumbs,V4,3.0,1,
43567,108011514,Boulder,B.Traverse,V4,3.0,1,
43568,106758425,Boulder,G1,V3,3.0,1,
43569,106537103,Boulder,The Bozoo Roof (Crack Only),V5,3.0,1,
43570,106536714,Boulder,S.O.B,V3-4,3.0,1,
43571,106536732,Boulder,Lizard King,V3,3.0,1,
43572,106771673,Boulder,Brain Drain,V4,3.0,1,
43573,106758389,Boulder,Chameleon Arete,V4,3.0,1,
43574,106692472,Boulder,F1,V2+,3.0,1,
43575,106543866,Boulder,Unknown8,V4+,3.0,1,
43576,106607864,Boulder,D2,V3-,3.0,1,
43577,106607875,Boulder,Unknown,V2-3,3.0,1,
43578,106607825,Boulder,F3,V3-4,3.0,1,
43579,106607869,Boulder,D1,V4,3.0,1,
43580,106692493,Boulder,F2,V3,3.0,1,
43581,106652146,Boulder,Over-Under,V3-4,2.7,3,
43582,108003728,Boulder,Dugout Arete,V0,2.7,3,
43590,107978495,Boulder,G. Too Tough Mantle,V2,2.5,2,
43591,108015248,Boulder,Firepole Warm-Up 2,V0,2.5,2,
43592,108003718,Boulder,Crown Crack,V2,2.5,2,
43594,106698151,Boulder,E3,V1,2.5,2,
43595,106652126,Boulder,A2,V2-3,2.5,2,
43596,108003687,Boulder,Dugout Easy Ones,V0,2.0,2,
43597,108003695,Boulder,The Crown Slab,V0-,2.0,2,
43598,108003681,Boulder,Dugout Sloper Problem,V2,2.0,2,
43600,110240322,Boulder,Unknown - lowball,V6-7,2.0,1,
43603,108724848,Boulder,K: P. Ewing,V4,2.0,1,
43604,108008484,Boulder,RE Slab,V0,2.0,1,
43605,108973671,Boulder,Unnamed,V2,2.0,1,
43606,108083365,Boulder,R arete,V2-3,2.0,1,
43607,108811289,Boulder,Warm up L,V0,2.0,1,
43608,108944185,Boulder,Right Chub,V1,2.0,1,
43609,108811386,Boulder,Warm-up R Center,V1,2.0,1,
43610,108723831,Boulder,Mystery R,V0,2.0,1,
43611,108008717,Boulder,V Flake,V4,2.0,1,
43612,107966285,Boulder,Unknown Hershey,V4,2.0,1,
43613,108069598,Boulder,Warm-up Crack,V0,2.0,1,
43614,107966317,Boulder,Thoraxic,V6,2.0,1,
43615,108069608,Boulder,Unknown,V2,2.0,1,
43616,107897814,Boulder,Vasectomy Traverse,V3,2.0,1,
43617,108008699,Boulder,White Slab,V3,2.0,1,
43618,108069539,Boulder,The Downclimb,V0,2.0,1,
43619,108011553,Boulder,H. Dirt corner,V2,2.0,1,
43620,108008495,Boulder,Square Dance,V0,2.0,1,
43621,106758444,Boulder,G2,V1-2,2.0,1,
43622,106531197,Boulder,J. Unknown12,V6,2.0,1,
43623,106590775,Boulder,F2,V2+,2.0,1,
43624,108946561,Boulder,Mini 45,V3,1.0,1,
43625,108008689,Boulder,Flake of Death,V2,1.0,1,
43627,118774887,Boulder,Ray of the Dead,V3,3.0,1,
43628,119612292,Boulder,The Cranny Craze,V0+,3.0,1,
43629,117611619,Boulder,Dry Panties,V2+,3.0,1,
43630,119899702,Boulder,Piggly Wiggly,V1,3.0,1,
43631,114227276,Boulder,Fiddlesticks,V3-,2.8,5,
43632,119899561,Boulder,Heaven Beside You,V4,3.0,1,
43633,118835679,Boulder,Mossy Not Chossy,V0,3.0,1,
43634,118060120,Boulder,Art Is Dead,V0,3.0,1,
43635,119709495,Boulder,Easy Does It,V0,3.0,1,
43636,118706016,Boulder,Plum Among Cacti,V3,3.0,1,
43637,118685735,Boulder,Seamstress,V3,3.0,1,
43638,114488502,Boulder,Squirrel Poop,V3,3.0,1,
43639,118797086,Boulder,Deep Throat,V2,3.0,1,
43640,117564489,Boulder,Short Roof: Variation,V3,3.0,1,
43641,118835720,Boulder,Finding The Way (sit-start),V3+,3.0,1,
43642,119899456,Boulder,Say Hello to Heaven,V2,3.0,1,
43643,119899495,Boulder,Come as You Are,V1,3.0,1,
43644,118049429,Boulder,Anecdotal,V2,3.0,1,
43645,119709815,Boulder,Unnamed,V1,3.0,1,
43646,118909299,Boulder,I Need a Hug,V3,3.0,1,
43647,115318829,Boulder,Red Problem,V3+,3.0,1,
43648,118811199,Boulder,Unavoidable Circumstances,V2,3.0,1,
43655,105730853,Boulder,The Flatiron,V4,4.6,94,
43656,106435375,Boulder,Slope of Dadaism,V3,4.6,91,
43691,107277094,Boulder,Flux Boulder Classic,V4,4.9,40,
43697,107300574,Boulder,Rail Gun,V6-,4.1,51,
43700,107309905,Boulder,Fat Pants,V7,4.8,35,
43705,106435413,Boulder,Pillar of Contemporary Movement,V4,4.1,42,
43713,106704460,Boulder,Sex and Chocolate with a Cherry on Top (aka S&C Direct),V8,4.6,25,PG13
43717,105935496,Boulder,Sex & Chocolate,V7,4.1,33,
43722,105730709,Boulder,Boulder right of Bark Biter,V2,3.5,43,
43726,107274707,Boulder,Big Easy,V0,3.9,33,
43728,114301373,Boulder,Carcass,V4,5.0,10,
43731,105730703,Boulder,Venus Rising,V7,3.4,42,
43735,117575334,Boulder,The Nihilist,V6,4.6,15,
43739,105730706,Boulder,Bark Biter,V4,3.5,37,
43742,105731072,Boulder,The Zipper,V7,4.8,10,
43745,114300274,Boulder,Big Bird,V5-,4.7,10,PG13
43748,106622794,Boulder,The Titan (aka Birthday Prow),V5,5.0,4,PG13
43751,107375637,Boulder,The Ivory Face,V11,5.0,3,
43752,115451792,Boulder,Vision Quest,V6,5.0,3,PG13
43754,114301403,Boulder,Murder,V5,5.0,3,PG13
43755,112851491,Boulder,Inquisition,V4,5.0,3,
43756,120392792,Boulder,Correlation,V8,5.0,2,
43757,111836969,Boulder,Tombstone Classic,V2,4.5,12,
43758,112887531,Boulder,Atari Dream,V0,5.0,2,PG13
43760,114148313,Boulder,True Lies,V11,5.0,2,R
43761,108809807,Boulder,Unzipped(aka The Zipper Direct),V8,5.0,2,PG13
43762,108405954,Boulder,Circus World,V10+,5.0,2,
43766,112215131,Boulder,Slope of Dynoism,V10,5.0,1,PG13
43767,112368429,Boulder,Flesh Rodeo,V8,4.8,5,PG13
43768,114538264,Boulder,The Verdant Wilds,V5,5.0,1,
43769,117247009,Boulder,Dream Fatigue,V5,5.0,1,
43770,117669899,Boulder,Medallion,V6,5.0,1,R
43771,118617245,Boulder,The Naturalist,V8,5.0,1,
43772,107256761,Boulder,The Pedestal,V6,5.0,1,PG13
43773,111014962,Boulder,Midwest Connection,V0-1,5.0,1,PG13
43776,106488161,Boulder,Left side of East of Trail Boulders,V1,5.0,1,
43777,106871377,Boulder,Squirrel Nut Project,V5+,5.0,1,
43780,107548036,Boulder,Fist Fight,V5,4.6,9,
43781,114300305,Boulder,Plumage,V2,4.5,10,
43783,114301730,Boulder,Snow Leopard,V8,4.7,6,
43786,106140830,Boulder,The Ejaculator,V5,4.8,4,
43789,105730700,Boulder,Arrow Head Arete,V2,3.2,34,
43791,106573235,Boulder,The Captain's Traverse,V8,4.6,7,
43792,106435439,Boulder,Spotted Cow Center,V5,3.6,27,
43794,106435608,Boulder,Tombstone Direct,V5,4.2,13,
43797,107566472,Boulder,Anarchist Crack,V0,4.1,14,
43798,118219990,Boulder,Decadence,V11,4.7,3,
43799,117749833,Boulder,Purple Sharpie,V6,4.7,3,
43800,114300166,Boulder,Electric Sky,V6,4.7,3,PG13
43802,112311606,Boulder,Bruised and Confused (Dong of Dob),V8,4.5,6,
43806,106435458,Boulder,Shawn's Slab,V0,3.1,34,
43808,106487987,Boulder,Arrested Layback,V0+,4.4,7,
43810,107798751,Boulder,Pink T-shirts and Berry Skoal,V2,3.3,30,
43811,106435602,Boulder,Left Crack,V0,4.2,12,
43814,106435541,Boulder,Bulbous Left Center,V7,4.1,13,
43817,106435635,Boulder,Footstone,V2,3.4,26,
43818,106573243,Boulder,Saddle Sores,V2,4.0,14,
43823,105917277,Boulder,Perfect Medium,V8,3.8,17,
43824,106435621,Boulder,Thin Crack,V1,3.9,15,
43827,118172560,Boulder,High Crimes and Misdemeanors,V9,4.4,5,PG13
43830,106435403,Boulder,Axiom of Arete Aesthetics,V7,3.9,14,
43832,106435422,Boulder,Thunderbird Bulge,V3,3.5,23,
43835,118617210,Boulder,The Ghost,V4,4.5,2,PG13
43836,113786698,Boulder,Pivotal Project,V10+,4.5,2,
43837,115319349,Boulder,Emperor Penguin,V2,4.5,2,R
43841,108354646,Boulder,The Piano,V8-,4.5,2,PG13
43842,107066709,Boulder,Rampart Roof,V4,4.5,2,
43843,106487934,Boulder,Stankonia,V2+,4.5,2,
43847,106777186,Boulder,Textured Face,V0,3.4,23,
43848,114300249,Boulder,Yankee Buzzard,V0,4.1,8,
43849,106435658,Boulder,Martini Madness,V4,4.1,8,
43852,106435628,Boulder,Headstone,V4+,4.0,10,
43853,114300506,Boulder,Carrion,V4,4.1,7,
43854,112270173,Boulder,I See the Bucket,V3,4.3,3,
43856,112547159,Boulder,Witness the Slickness,V10-,4.3,3,
43858,106486441,Boulder,Jack Backwards,V5,4.3,3,PG13
43862,106623008,Boulder,Jones' Roof,V4,4.2,6,
43863,112270198,Boulder,Dazed and Contused,V4,4.0,9,PG13
43864,118600131,Boulder,Brinton’s Arete Left V3/V6 sit,V5,4.3,4,
43865,107337231,Boulder,Drunk and Disorderly,V4,4.3,4,R
43869,106435565,Boulder,Wednesday Nighter,V1,4.3,4,
43873,108890877,Boulder,Shadow Walker,V8,3.9,10,
43875,106435643,Boulder,Easy Arete,V0,3.4,20,
43877,108420168,Boulder,The Haunting,V8-,3.3,22,
43882,105935516,Boulder,Greatest Show on Earth,V9,4.0,6,
43884,107313515,Boulder,Gills Booger,V2,4.0,6,
43886,106435469,Boulder,Broken Pottery Right,V3,3.3,19,
43889,113786603,Boulder,Pivot Point,V6,4.0,5,
43891,107620307,Boulder,Scary Slab,V2,4.0,5,
43895,106573207,Boulder,Crack,V2,4.0,5,
43899,106478164,Boulder,Warm Up Face,V1,3.1,22,
43900,113899493,Boulder,Elegant Design,V6,3.9,7,
43901,106435429,Boulder,Spotted Cow Left,V3,3.5,15,
43902,106435615,Boulder,Right Crack,V0,3.3,19,
43903,112080194,Boulder,Not Gonna Eat Bark,V2,3.9,7,
43904,118617301,Boulder,Double Trouble,V6,4.0,4,PG13
43905,114301651,Boulder,Frostbite,V4,4.0,4,
43906,114300462,Boulder,Bald Eagle,V4,4.0,4,PG13
43907,114301756,Boulder,The Thaw,V2,4.0,4,
43910,107828363,Boulder,Widow Maker,V5,4.0,4,
43916,115124284,Boulder,Vanishing Point,V2,4.0,3,
43918,112295211,Boulder,Alexandria,V1,4.0,3,
43919,106140842,Boulder,Z MOVE,V8,4.0,3,
43922,107757124,Boulder,Fully Aroused,V4,4.0,3,
43924,107098014,Boulder,Roll One Up,V3,3.8,8,
43926,106622777,Boulder,Buzz Bomb,V1,4.0,3,
43933,107548200,Boulder,Bearded Lady,V2,3.8,6,
43935,118667222,Boulder,Ground Strike,V8,4.0,2,PG13
43936,117971383,Boulder,Fire Escape,V9-10,4.0,2,PG13
43938,115451868,Boulder,Fever Dream,V7,4.0,2,
43940,118653820,Boulder,Haploid,V6,4.0,2,PG13
43941,117702004,Boulder,24 Carat,V4-,4.0,2,R
43942,118666309,Boulder,Social Distancing,V3,4.0,2,PG13
43943,114301784,Boulder,Extinction,V6,4.0,2,
43944,113083798,Boulder,Oogenesis,V8,4.0,2,
43945,120426606,Boulder,The Queen's Wave,V3,4.0,2,
43947,118172676,Boulder,Inkwell,V3,4.0,2,
43949,114538397,Boulder,Overgrown,V4,4.0,2,
43952,114301631,Boulder,Frigid,V2,4.0,2,
43953,111225748,Boulder,Axiom Direct,V7,4.0,2,
43958,107225874,Boulder,Slab of Doom,V4,4.0,2,PG13
43959,107946606,Boulder,Twoarete Syndrome,V4-5,4.0,2,
43960,109685930,Boulder,Heads Up Arete,V1,4.0,2,
43961,108056302,Boulder,Funeral Service,V8,4.0,2,PG13
43963,108058231,Boulder,Snuggle Bunny,V8-9,4.0,2,
43964,107558717,Boulder,Lost In The Wood,V3,4.0,2,
43966,106435556,Boulder,Lost in Eden (Crimp Overhang),V5,4.0,2,PG13
43969,106487954,Boulder,Face Time,V2+,4.0,2,
43970,106487949,Boulder,Left of Elephant Ear,V3+,4.0,2,PG13
43976,120426673,Boulder,Storm Chasers Project,V5+,4.0,1,
43977,115963282,Boulder,A Glimpse Beyond the Veil,V5,4.0,1,
43978,117544756,Boulder,Bengal Tiger,V5,4.0,1,
43979,117970399,Boulder,Purple Hatchet Project,V10+,4.0,1,PG13
43980,117741836,Boulder,Diesel Additive,V9,4.0,1,PG13
43982,114313873,Boulder,Mockingjay,V9,4.0,1,PG13
43983,118697957,Boulder,Le Corbusier,V9,4.0,1,
43984,115370772,Boulder,The Glass Bench,V1,4.0,1,X
43985,115678659,Boulder,Surrounded by the Lonely,V3,4.0,1,
43986,112806537,Boulder,Purple Shadow,V12,4.0,1,
43987,118656702,Boulder,Still Awake,V3,4.0,1,
43988,120359340,Boulder,Forged by Fire,V8,4.0,1,
43989,118033461,Boulder,Green Sharpie,V4,4.0,1,
43990,120374900,Boulder,Alicorn,V8,4.0,1,
43991,114313957,Boulder,Spiral Staircase,V10-,4.0,1,PG13
43992,117971419,Boulder,The Baker’s Fantasy,V3,4.0,1,R
43993,120333014,Boulder,Slip and Slide,V5,4.0,1,PG13
43994,120392935,Boulder,Old Growth,V5+,4.0,1,PG13
43995,112236344,Boulder,Grand Finale,V8,4.0,1,
43996,118714880,Boulder,Duck Tales,V8,4.0,1,
43997,116784084,Boulder,Aqua Dagger,V2+,4.0,1,
43998,106913415,Boulder,Big Money Project,V9+,4.0,1,
43999,120332947,Boulder,Leroy,V4,4.0,1,
44000,118694550,Boulder,Sowing Life,V0,4.0,1,PG13
44002,115370797,Boulder,Over the Garden Wall,V3,4.0,1,
44003,118938133,Boulder,Short String,V1,4.0,1,
44004,114301606,Boulder,Long Winter,V4,4.0,1,
44006,112851428,Boulder,Perscrutation,V3,4.0,1,
44008,114301318,Boulder,Atari Nightmare,V6,4.0,1,R
44009,112875449,Boulder,Zebra Slab,V1,4.0,1,
44010,113534421,Boulder,Tier Two,V8-9,4.0,1,PG13
44012,112236422,Boulder,The Gargoyle,V4,4.0,1,PG13
44013,113765674,Boulder,Space Pants,V3-4,4.0,1,
44015,113337152,Boulder,Freebie,V1,4.0,1,
44016,120359257,Boulder,Acute Angles,V6+,4.0,1,
44017,114123201,Boulder,Ice Man,V1+,4.0,1,
44021,113562085,Boulder,The Postmaster,V1,4.0,1,
44022,120374983,Boulder,Golden Light,V4,4.0,1,
44023,107438134,Boulder,Big Time,V2+,4.0,1,R
44024,111014977,Boulder,Galapagos,V1-2,4.0,1,
44025,120359213,Boulder,Rhombus,V5+,4.0,1,
44026,107684911,Boulder,Beer Can Full of Roaches.,V1,3.8,5,
44029,107438177,Boulder,Brave Heart,V5,4.0,1,PG13
44030,106871347,Boulder,Leap Year,V2,4.0,1,
44031,108428468,Boulder,Slap It,V3,4.0,1,
44032,106488652,Boulder,Committee Climbing,V2,4.0,1,
44033,107438169,Boulder,Cory's Problem,V2+,4.0,1,
44034,107309919,Boulder,Purple Heart,V5,4.0,1,
44035,106486422,Boulder,Fudge Shoppe,V3,3.8,5,
44036,106486361,Boulder,Elephant Ear,V3,4.0,1,
44038,106623094,Boulder,Agape,V4,4.0,1,
44039,120860823,Boulder,Jake's Gentle Kiss,V2-3,4.0,1,
44040,120589150,Boulder,Pebbles,V0,4.0,1,
44041,120589135,Boulder,Unknown V2,V2,4.0,1,
44042,120589104,Boulder,Streak Dyno,V5,4.0,1,
44043,120589081,Boulder,Project,V4+,4.0,1,
44044,120589037,Boulder,The Most to Say,V0,4.0,1,
44045,120589027,Boulder,Show me your houses,V1,4.0,1,
44046,120588972,Boulder,K-Mart Starter Pack,V0,4.0,1,
44048,107293602,Boulder,Sticky Arete,V3,3.4,12,
44054,107194176,Boulder,ObZen,V2-3,3.7,6,
44058,114300427,Boulder,Charlize Heron,V4,3.8,4,PG13
